cnpj;vl_fatu;vl_sldo;dt_abrt;ds_cnae;dt_refe
CNPJ_07512;966947;-36453;2022-09-13;Produção de ferro-gusa;2025-03-31
CNPJ_07513;1424840;-77407;2019-08-19;Planos de saúde;2025-03-31
CNPJ_07514;1096430;-11696;2021-08-22;Produção de alumínio;2025-03-31
CNPJ_07515;351270;-7779;2018-06-29;Montagem industrial;2025-03-31
CNPJ_07516;13609010;1980395;2013-11-13;Construção de barragens;2025-03-31
CNPJ_07517;982197;-1309;2014-10-31;Correios e entregas expressas;2025-03-31
CNPJ_07518;140862070;-5717538;2004-03-19;Obras de infraestrutura elétrica;2025-03-31
CNPJ_07519;27061652;-901102;2003-09-18;Fabricação de papel;2025-03-31
CNPJ_07520;186042;17335;2023-05-28;Padaria e confeitaria;2025-03-31
CNPJ_07521;948960;51684;2018-11-04;Comércio atacadista de calçados;2025-03-31
CNPJ_07522;290766;6418;2023-02-22;Comércio atacadista de bebidas;2025-03-31
CNPJ_07523;243123;6932;2022-08-21;Atividades de bancos múltiplos;2025-03-31
CNPJ_07524;87942;1311;2022-12-24;Montagem industrial;2025-03-31
CNPJ_07525;2391749;148997;2022-12-30;Seguros de vida;2025-03-31
CNPJ_07526;85968;4266;2019-02-08;Cultivo de trigo;2025-03-31
CNPJ_07527;232520;-13934;2020-06-16;Educação superior;2025-03-31
CNPJ_07528;27588198;-900086;2015-04-11;Comércio atacadista de medicamentos;2025-03-31
CNPJ_07529;293769;22353;2023-04-08;Padaria e confeitaria;2025-03-31
CNPJ_07530;160398;-844;2020-06-05;Serviços de tecnologia da informação;2025-03-31
CNPJ_07531;720571;38026;2017-03-22;Fabricação de automóveis;2025-03-31
CNPJ_07532;2737624;-228997;2016-05-22;Cultivo de soja;2025-03-31
CNPJ_07533;259450;7074;2023-06-14;Transporte rodoviário de carga;2025-03-31
CNPJ_07534;2627585;36523;2020-10-05;Defesa nacional;2025-03-31
CNPJ_07535;2727235;140056;2015-08-01;Engenharia civil;2025-03-31
CNPJ_07536;139001;8908;2021-08-28;Fabricação de caminhões e ônibus;2025-03-31
CNPJ_07537;2738037;52239;2021-04-30;Administração pública;2025-03-31
CNPJ_07538;233918;-23899;2023-12-08;Cultivo de milho;2025-03-31
CNPJ_07539;125129;11641;2023-07-28;Restaurantes e similares;2025-03-31
CNPJ_07540;988165;13303;2020-11-27;Administração pública;2025-03-31
CNPJ_07541;68881615;-1180026;2014-09-18;Padaria e confeitaria;2025-03-31
CNPJ_07542;2454851;-150233;2016-02-13;Fabricação de caminhões e ônibus;2025-03-31
CNPJ_07543;704026;15369;2021-02-08;Correios e entregas expressas;2025-03-31
CNPJ_07544;148235427;-6887405;2008-07-04;Produção de ferro-gusa;2025-03-31
CNPJ_07545;4658935;-541769;2017-12-31;Comércio atacadista de bebidas;2025-03-31
CNPJ_07546;2838959;153151;2022-06-26;Fabricação de caminhões e ônibus;2025-03-31
CNPJ_07547;2526476;-270640;2017-06-16;Fabricação de caminhões e ônibus;2025-03-31
CNPJ_07548;60090;-3639;2019-07-26;Educação superior;2025-03-31
CNPJ_07549;54109;1496;2023-11-17;Comércio atacadista de bebidas;2025-03-31
CNPJ_07550;2993630;-105855;2019-06-23;Televisão por assinatura;2025-03-31
CNPJ_07551;15724266;-1487605;2017-05-20;Planos de saúde;2025-03-31
CNPJ_07552;265836;-13937;2021-04-28;Produção de alumínio;2025-03-31
CNPJ_07553;188368623;-15561424;2011-05-10;Construção de barragens;2025-03-31
CNPJ_07554;1952697;-103295;2020-05-09;Fabricação de produtos químicos;2025-03-31
CNPJ_07555;2494411;23088;2015-05-18;Fabricação de automóveis;2025-03-31
CNPJ_07556;111133;-2228;2019-03-17;Televisão aberta;2025-03-31
CNPJ_07557;235063;21176;2023-06-30;Defesa nacional;2025-03-31
CNPJ_07558;1113030;103180;2017-03-17;Comércio varejista de combustíveis;2025-03-31
CNPJ_07559;1412045;122397;2017-05-01;Telecomunicações sem fio;2025-03-31
CNPJ_07560;2551217;110717;2019-09-16;Cultivo de soja;2025-03-31
CNPJ_07561;1334440;44145;2017-10-07;Geração de energia elétrica;2025-03-31
CNPJ_07562;1562426;96685;2018-12-18;Telecomunicações sem fio;2025-03-31
CNPJ_07563;2564530;60727;2017-03-11;Produção de ferro-gusa;2025-03-31
CNPJ_07564;3812103;343615;2006-05-01;Obras de infraestrutura elétrica;2025-03-31
CNPJ_07565;3985702;349456;1999-06-19;Comércio atacadista de calçados;2025-03-31
CNPJ_07566;2143499;136747;2018-08-01;Extração de minério de ferro;2025-03-31
CNPJ_07567;89622928;-2864751;2004-08-19;Extração de minério de ferro;2025-03-31
CNPJ_07568;116685239;-11463112;2005-09-09;Atividades hospitalares;2025-03-31
CNPJ_07569;113880095;9159884;2001-06-11;Cultivo de milho;2025-03-31
CNPJ_07570;278947;-14214;2019-05-17;Obras de infraestrutura elétrica;2025-03-31
CNPJ_07571;565419;13420;2020-01-03;Comércio atacadista de medicamentos;2025-03-31
CNPJ_07572;177325;-3424;2021-10-31;Fabricação de caminhões e ônibus;2025-03-31
CNPJ_07573;979165;-97187;2015-11-28;Transporte ferroviário de carga;2025-03-31
CNPJ_07574;2896585;-194682;2017-08-24;Atividades hospitalares;2025-03-31
CNPJ_07575;72337;4053;2023-02-04;Comércio atacadista de bebidas;2025-03-31
CNPJ_07576;183328048;5045023;1996-12-02;Construção de barragens;2025-03-31
CNPJ_07577;1582464;78362;2015-06-24;Transporte rodoviário de carga;2025-03-31
CNPJ_07578;2133935;161843;2022-11-14;Correios e entregas expressas;2025-03-31
CNPJ_07579;5067665;711911;2019-05-29;Transporte ferroviário de carga;2025-03-31
CNPJ_07580;164719;-7043;2020-08-08;Fabricação de produtos químicos;2025-03-31
CNPJ_07581;599017;-45333;2017-05-02;Correios e entregas expressas;2025-03-31
CNPJ_07582;63308427;-903806;2009-07-15;Consultoria empresarial;2025-03-31
CNPJ_07583;170239691;-6848248;2006-12-19;Construção de edifícios;2025-03-31
CNPJ_07584;24963535;541247;2009-05-16;Hotéis e pousadas;2025-03-31
CNPJ_07585;2180777;-185259;2021-12-07;Engenharia civil;2025-03-31
CNPJ_07586;3357686;194709;2008-01-06;Correios e entregas expressas;2025-03-31
CNPJ_07587;1021382;16861;2020-03-08;Transporte rodoviário de carga;2025-03-31
CNPJ_07588;2865817;83211;2015-01-16;Hotéis e pousadas;2025-03-31
CNPJ_07589;55424;-4365;2023-12-15;Atividades de bancos múltiplos;2025-03-31
CNPJ_07590;22680260;643880;2001-01-14;Serviços de tecnologia da informação;2025-03-31
CNPJ_07591;2444116;243924;2019-01-15;Hotéis e pousadas;2025-03-31
CNPJ_07592;118363254;-6768441;2012-08-23;Televisão por assinatura;2025-03-31
CNPJ_07593;2891044;233851;2014-09-05;Obras de infraestrutura elétrica;2025-03-31
CNPJ_07594;2389386;20989;2018-10-27;Restaurantes e similares;2025-03-31
CNPJ_07595;172178;-10519;2022-08-30;Planos de saúde;2025-03-31
CNPJ_07596;1660884;149842;2020-04-24;Fabricação de móveis;2025-03-31
CNPJ_07597;2690882;-109467;2019-11-22;Televisão por assinatura;2025-03-31
CNPJ_07598;2877583;178080;2019-10-31;Engenharia civil;2025-03-31
CNPJ_07599;96190396;-163494;1996-04-16;Fabricação de papel;2025-03-31
CNPJ_07600;1762888;109107;2018-02-05;Transporte ferroviário de carga;2025-03-31
CNPJ_07601;1708621;-231010;2014-03-04;Atividades hospitalares;2025-03-31
CNPJ_07602;660918;-9774;2017-01-11;Construção de edifícios;2025-03-31
CNPJ_07603;197092636;-3190665;2006-07-16;Comércio varejista de alimentos;2025-03-31
CNPJ_07604;235868;-11692;2023-10-21;Defesa nacional;2025-03-31
CNPJ_07605;51322;2372;2020-11-26;Atividades de bancos múltiplos;2025-03-31
CNPJ_07606;248578;-20761;2021-05-01;Distribuição de energia elétrica;2025-03-31
CNPJ_07607;115150214;-1108236;1994-12-16;Atividades hospitalares;2025-03-31
CNPJ_07608;57806;738;2020-08-27;Planos de saúde;2025-03-31
CNPJ_07609;1043926;-40987;2017-01-20;Fabricação de móveis;2025-03-31
CNPJ_07610;1711693;-144681;2014-05-15;Hotéis e pousadas;2025-03-31
CNPJ_07611;6750487;552046;2019-12-17;Extração de petróleo e gás natural;2025-03-31
CNPJ_07612;2270130;158294;2022-11-30;Armazenamento geral;2025-03-31
CNPJ_07613;262313;1915;2022-07-04;Televisão aberta;2025-03-31
CNPJ_07614;435070;-33579;2015-08-17;Comércio atacadista de medicamentos;2025-03-31
CNPJ_07615;115102;-11840;2022-10-18;Armazenamento geral;2025-03-31
CNPJ_07616;12119049;958904;2008-08-01;Montagem industrial;2025-03-31
CNPJ_07617;1987722;204467;2015-07-17;Televisão por assinatura;2025-03-31
CNPJ_07618;24472294;2353377;2003-01-08;Transporte ferroviário de carga;2025-03-31
CNPJ_07619;2131577;-132614;2019-10-14;Telecomunicações sem fio;2025-03-31
CNPJ_07620;1981051;-2498;2022-01-04;Cultivo de soja;2025-03-31
CNPJ_07621;1730766;127085;2014-05-07;Construção de rodovias;2025-03-31
CNPJ_07622;673074;-65509;2016-07-31;Televisão aberta;2025-03-31
CNPJ_07623;1507917;-100819;2020-03-23;Comércio varejista de combustíveis;2025-03-31
CNPJ_07624;155897570;1923091;1995-07-01;Cultivo de trigo;2025-03-31
CNPJ_07625;1949525;119362;2019-07-05;Serviços de tecnologia da informação;2025-03-31
CNPJ_07626;2421653;123909;2017-03-28;Comércio atacadista de calçados;2025-03-31
CNPJ_07627;1437605;3962;2014-06-29;Comércio atacadista de medicamentos;2025-03-31
CNPJ_07628;2192630;-49423;2021-08-28;Consultoria empresarial;2025-03-31
CNPJ_07629;69495679;2517865;2006-03-20;Comércio varejista de alimentos;2025-03-31
CNPJ_07630;1193858;3796;2016-03-22;Produção de ferro-gusa;2025-03-31
CNPJ_07631;245277;-6771;2021-12-13;Planos de saúde;2025-03-31
CNPJ_07632;231685;18478;2021-05-26;Construção de rodovias;2025-03-31
CNPJ_07633;282905;-11533;2019-12-02;Armazenamento geral;2025-03-31
CNPJ_07634;921232;59676;2022-06-05;Transporte rodoviário de carga;2025-03-31
CNPJ_07635;24987401;1623683;2016-03-18;Engenharia civil;2025-03-31
CNPJ_07636;2349271;31731;2017-08-04;Fabricação de produtos químicos;2025-03-31
CNPJ_07637;2002160;28240;2019-03-01;Comércio atacadista de calçados;2025-03-31
CNPJ_07638;251845;-865;2019-12-28;Fabricação de caminhões e ônibus;2025-03-31
CNPJ_07639;145320;610;2019-01-16;Restaurantes e similares;2025-03-31
CNPJ_07640;81222;-7557;2021-06-04;Obras de infraestrutura elétrica;2025-03-31
CNPJ_07641;19760129;-204415;2005-12-25;Comércio varejista de combustíveis;2025-03-31
CNPJ_07642;55971056;4723967;2005-03-09;Comércio atacadista de tecidos;2025-03-31
CNPJ_07643;23994274;-691930;2016-12-25;Defesa nacional;2025-03-31
CNPJ_07644;51086;-4068;2019-03-30;Cultivo de soja;2025-03-31
CNPJ_07645;5951053;491930;2015-08-27;Engenharia civil;2025-03-31
CNPJ_07646;280306;23962;2019-10-17;Defesa nacional;2025-03-31
CNPJ_07647;2865494;-268240;2022-04-06;Cultivo de soja;2025-03-31
CNPJ_07648;2326838;202149;2015-10-29;Comércio varejista de alimentos;2025-03-31
CNPJ_07649;1084708;-26298;2015-06-08;Telecomunicações sem fio;2025-03-31
CNPJ_07650;1917796;-241037;2015-11-19;Fabricação de caminhões e ônibus;2025-03-31
CNPJ_07651;2000868;-29861;2015-03-03;Produção cinematográfica;2025-03-31
CNPJ_07652;270069;18469;2023-12-01;Defesa nacional;2025-03-31
CNPJ_07653;2359040;-62155;2017-03-18;Obras de infraestrutura elétrica;2025-03-31
CNPJ_07654;547740;-22353;2022-03-16;Transporte ferroviário de carga;2025-03-31
CNPJ_07655;251374;8962;2023-11-24;Produção de alumínio;2025-03-31
CNPJ_07656;2138122;24347;2017-04-15;Fabricação de produtos químicos;2025-03-31
CNPJ_07657;140146151;3271224;2012-12-27;Atividades hospitalares;2025-03-31
CNPJ_07658;2897864;-288924;2018-02-16;Consultoria empresarial;2025-03-31
CNPJ_07659;256984;15819;2021-04-19;Construção de edifícios;2025-03-31
CNPJ_07660;7300931;-455909;2000-03-01;Cultivo de arroz;2025-03-31
CNPJ_07661;2790621;-141258;2022-04-11;Construção de barragens;2025-03-31
CNPJ_07662;2479469;-7515;2017-05-11;Geração de energia elétrica;2025-03-31
CNPJ_07663;210953;-8385;2023-02-13;Comércio atacadista de tecidos;2025-03-31
CNPJ_07664;2656321;110354;2020-08-26;Comércio atacadista de bebidas;2025-03-31
CNPJ_07665;1604803;-56164;2018-05-14;Padaria e confeitaria;2025-03-31
CNPJ_07666;1346880;-61810;2019-11-25;Comércio atacadista de medicamentos;2025-03-31
CNPJ_07667;143922;-9711;2019-08-15;Televisão por assinatura;2025-03-31
CNPJ_07668;2126175;1584;2021-07-05;Extração de petróleo e gás natural;2025-03-31
CNPJ_07669;972912;117096;2020-02-09;Correios e entregas expressas;2025-03-31
CNPJ_07670;2648006;-86953;2017-04-20;Distribuição de energia elétrica;2025-03-31
CNPJ_07671;262598;-19694;2022-11-05;Fabricação de produtos químicos;2025-03-31
CNPJ_07672;28956213;-1832334;2014-01-11;Construção de barragens;2025-03-31
CNPJ_07673;228365;12248;2022-10-28;Cultivo de milho;2025-03-31
CNPJ_07674;179625;-2425;2019-08-23;Comércio atacadista de tecidos;2025-03-31
CNPJ_07675;1686142;142500;2018-02-28;Fabricação de automóveis;2025-03-31
CNPJ_07676;1053021;100038;2018-12-23;Atividades hospitalares;2025-03-31
CNPJ_07677;798069;-2538;2022-11-29;Televisão aberta;2025-03-31
CNPJ_07678;109413;11877;2020-11-24;Construção de barragens;2025-03-31
CNPJ_07679;968889;68125;2016-08-14;Comércio varejista de combustíveis;2025-03-31
CNPJ_07680;760154;-27574;2019-05-04;Construção de edifícios;2025-03-31
CNPJ_07681;2067256;-135023;2021-03-09;Defesa nacional;2025-03-31
CNPJ_07682;1071978;93203;2022-06-26;Restaurantes e similares;2025-03-31
CNPJ_07683;16229694;-1136323;2016-02-25;Fabricação de automóveis;2025-03-31
CNPJ_07684;1666401;-40042;2017-04-23;Produção de alumínio;2025-03-31
CNPJ_07685;221143;2371;2020-10-18;Produção de ferro-gusa;2025-03-31
CNPJ_07686;211754;-5422;2021-05-15;Transporte rodoviário de carga;2025-03-31
CNPJ_07687;8318936;-83664;2021-06-14;Construção de barragens;2025-03-31
CNPJ_07688;121301;8134;2019-02-26;Atividades de bancos múltiplos;2025-03-31
CNPJ_07689;340000;-12143;2016-11-27;Televisão por assinatura;2025-03-31
CNPJ_07690;216728;5690;2022-07-18;Transporte rodoviário de carga;2025-03-31
CNPJ_07691;16158400;-1461076;2009-05-24;Comércio atacadista de bebidas;2025-03-31
CNPJ_07692;1448021;-63272;2018-02-04;Fabricação de automóveis;2025-03-31
CNPJ_07693;1763691;-159841;2020-09-28;Construção de edifícios;2025-03-31
CNPJ_07694;29955077;-497780;2009-05-26;Montagem industrial;2025-03-31
CNPJ_07695;189368;16548;2022-06-10;Televisão por assinatura;2025-03-31
CNPJ_07696;27947230;4051781;2017-08-23;Comércio atacadista de medicamentos;2025-03-31
CNPJ_07697;2324929;-95125;2015-09-03;Restaurantes e similares;2025-03-31
CNPJ_07698;62479;907;2021-01-07;Atividades hospitalares;2025-03-31
CNPJ_07699;22908314;1867217;2005-05-27;Serviços de tecnologia da informação;2025-03-31
CNPJ_07700;2777677;-102596;2019-05-27;Planos de saúde;2025-03-31
CNPJ_07701;101895;-8751;2021-06-21;Produção cinematográfica;2025-03-31
CNPJ_07702;1646558;65088;2021-08-11;Educação superior;2025-03-31
CNPJ_07703;2416763;-83382;2016-08-25;Armazenamento geral;2025-03-31
CNPJ_07704;128092329;6198169;1995-05-20;Transporte ferroviário de carga;2025-03-31
CNPJ_07705;233512;5996;2019-07-12;Geração de energia elétrica;2025-03-31
CNPJ_07706;56717473;-5118634;2005-09-15;Extração de minério de ferro;2025-03-31
CNPJ_07707;2922193;-149814;2016-09-06;Comércio atacadista de alimentos;2025-03-31
CNPJ_07708;124651;-6507;2020-12-06;Atividades hospitalares;2025-03-31
CNPJ_07709;108454;-3694;2019-04-06;Comércio atacadista de alimentos;2025-03-31
CNPJ_07710;160234;14007;2020-09-11;Atividades hospitalares;2025-03-31
CNPJ_07711;11486444;1063318;2007-12-11;Planos de saúde;2025-03-31
CNPJ_07712;292918;-13164;2019-03-06;Hotéis e pousadas;2025-03-31
CNPJ_07713;191889;7167;2023-09-26;Extração de petróleo e gás natural;2025-03-31
CNPJ_07714;2982063;61162;2015-08-30;Cultivo de soja;2025-03-31
CNPJ_07715;108769;10142;2023-06-19;Montagem industrial;2025-03-31
CNPJ_07716;2493955;33736;2017-09-23;Fabricação de caminhões e ônibus;2025-03-31
CNPJ_07717;776013;-58161;2022-06-07;Engenharia civil;2025-03-31
CNPJ_07718;115918267;-10659076;2008-10-01;Fabricação de papel;2025-03-31
CNPJ_07719;838079;16487;2018-02-24;Consultoria empresarial;2025-03-31
CNPJ_07720;2449803;319673;2020-10-20;Obras de infraestrutura elétrica;2025-03-31
CNPJ_07721;2747972;125154;2014-05-14;Cultivo de milho;2025-03-31
CNPJ_07722;2683428;135127;2016-08-15;Construção de barragens;2025-03-31
CNPJ_07723;118469;9137;2023-07-09;Construção de barragens;2025-03-31
CNPJ_07724;192888;-2015;2019-04-25;Educação superior;2025-03-31
CNPJ_07725;10683992;530952;2017-12-24;Atividades de bancos múltiplos;2025-03-31
CNPJ_07726;148830;-5798;2021-06-03;Produção cinematográfica;2025-03-31
CNPJ_07727;525552;50557;2021-12-29;Defesa nacional;2025-03-31
CNPJ_07728;122797;8313;2023-10-23;Engenharia civil;2025-03-31
CNPJ_07729;2429683;34343;2017-07-10;Seguros de vida;2025-03-31
CNPJ_07730;2846118;46103;2022-03-04;Administração pública;2025-03-31
CNPJ_07731;129704730;8893113;2004-11-04;Cultivo de milho;2025-03-31
CNPJ_07732;202951;17556;2022-02-07;Transporte ferroviário de carga;2025-03-31
CNPJ_07733;196397;-15727;2022-02-07;Televisão aberta;2025-03-31
CNPJ_07734;1735648;-113198;2014-02-21;Transporte rodoviário de carga;2025-03-31
CNPJ_07735;241655;-16712;2023-09-16;Produção cinematográfica;2025-03-31
CNPJ_07736;20926412;343924;2005-08-13;Televisão aberta;2025-03-31
CNPJ_07737;74902;-5796;2022-12-20;Televisão aberta;2025-03-31
CNPJ_07738;176026606;2439031;1994-09-02;Geração de energia elétrica;2025-03-31
CNPJ_07739;484028;-43106;2016-10-08;Televisão aberta;2025-03-31
CNPJ_07740;67730976;4337585;2000-11-09;Montagem industrial;2025-03-31
CNPJ_07741;79483354;-8550296;2000-07-09;Cultivo de soja;2025-03-31
CNPJ_07742;51304;-3813;2021-03-13;Comércio varejista de combustíveis;2025-03-31
CNPJ_07743;111170;7554;2019-02-12;Restaurantes e similares;2025-03-31
CNPJ_07744;23060382;-350632;2014-01-22;Administração pública;2025-03-31
CNPJ_07745;151023;-2945;2023-02-10;Restaurantes e similares;2025-03-31
CNPJ_07746;169166;-3887;2019-06-10;Extração de minério de ferro;2025-03-31
CNPJ_07747;445253;-23307;2020-02-03;Educação superior;2025-03-31
CNPJ_07748;144862;9013;2022-09-14;Produção cinematográfica;2025-03-31
CNPJ_07749;2078239;73420;2017-10-28;Comércio atacadista de tecidos;2025-03-31
CNPJ_07750;178952;16096;2020-04-20;Comércio atacadista de calçados;2025-03-31
CNPJ_07751;195263;304;2023-02-18;Televisão por assinatura;2025-03-31
CNPJ_07752;1338593;5810;2019-05-14;Comércio varejista de combustíveis;2025-03-31
CNPJ_07753;86197231;8284005;2002-01-03;Consultoria empresarial;2025-03-31
CNPJ_07754;130553986;12911584;1994-09-11;Obras de infraestrutura elétrica;2025-03-31
CNPJ_07755;101663898;-8609608;1998-05-31;Comércio varejista de alimentos;2025-03-31
CNPJ_07756;2417859;-206187;2019-01-27;Televisão por assinatura;2025-03-31
CNPJ_07757;5003132;-389057;2018-03-01;Comércio varejista de combustíveis;2025-03-31
CNPJ_07758;19010147;616223;2005-06-18;Fabricação de papel;2025-03-31
CNPJ_07759;967920;11352;2020-04-24;Televisão aberta;2025-03-31
CNPJ_07760;2757194;6918;2016-05-08;Comércio atacadista de medicamentos;2025-03-31
CNPJ_07761;94562779;7931560;1999-05-21;Hotéis e pousadas;2025-03-31
CNPJ_07762;148828531;-13903525;2014-05-14;Educação superior;2025-03-31
CNPJ_07763;2193520;-9519;2016-02-26;Atividades hospitalares;2025-03-31
CNPJ_07764;92204;-3488;2021-09-22;Saneamento básico;2025-03-31
CNPJ_07765;188587;-4146;2023-08-14;Distribuição de energia elétrica;2025-03-31
CNPJ_07766;420523;-15633;2018-08-28;Planos de saúde;2025-03-31
CNPJ_07767;308660;20808;2014-04-12;Comércio atacadista de bebidas;2025-03-31
CNPJ_07768;2276990;117429;2017-05-13;Fabricação de papel;2025-03-31
CNPJ_07769;149320;7000;2019-02-01;Comércio atacadista de alimentos;2025-03-31
CNPJ_07770;2263591;56298;2015-08-15;Atividades hospitalares;2025-03-31
CNPJ_07771;291602;575;2021-06-14;Montagem industrial;2025-03-31
CNPJ_07772;124032;-5429;2023-02-12;Construção de barragens;2025-03-31
CNPJ_07773;446442;-9321;2017-07-24;Televisão aberta;2025-03-31
CNPJ_07774;2689217;-12259;2020-07-26;Comércio atacadista de alimentos;2025-03-31
CNPJ_07775;131997;-9668;2019-07-14;Fabricação de automóveis;2025-03-31
CNPJ_07776;194203;-16716;2023-07-12;Serviços de tecnologia da informação;2025-03-31
CNPJ_07777;29096190;2311837;2008-11-27;Comércio atacadista de alimentos;2025-03-31
CNPJ_07778;1934841;13206;2016-03-07;Geração de energia elétrica;2025-03-31
CNPJ_07779;2867712;95173;2021-07-23;Fabricação de caminhões e ônibus;2025-03-31
CNPJ_07780;174324;11961;2023-12-30;Construção de edifícios;2025-03-31
CNPJ_07781;13957949;411688;2012-09-06;Geração de energia elétrica;2025-03-31
CNPJ_07782;177491;22412;2021-10-28;Fabricação de papel;2025-03-31
CNPJ_07783;92342;10403;2021-12-04;Comércio atacadista de tecidos;2025-03-31
CNPJ_07784;1002416;59642;2021-12-25;Fabricação de produtos químicos;2025-03-31
CNPJ_07785;145874;-6729;2021-10-23;Produção cinematográfica;2025-03-31
CNPJ_07786;2959620;261588;2020-04-23;Comércio atacadista de medicamentos;2025-03-31
CNPJ_07787;893602;-11575;2015-03-19;Atividades hospitalares;2025-03-31
CNPJ_07788;255172;12607;2021-03-28;Obras de infraestrutura elétrica;2025-03-31
CNPJ_07789;147846;-7657;2023-04-30;Armazenamento geral;2025-03-31
CNPJ_07790;285021;8337;2020-02-19;Correios e entregas expressas;2025-03-31
CNPJ_07791;1832830;-68531;2019-05-07;Administração pública;2025-03-31
CNPJ_07792;2098661;-100481;2021-05-22;Televisão aberta;2025-03-31
CNPJ_07793;595731;26706;2017-07-20;Defesa nacional;2025-03-31
CNPJ_07794;182719;6641;2021-01-05;Hotéis e pousadas;2025-03-31
CNPJ_07795;455760;56788;2014-04-04;Comércio atacadista de medicamentos;2025-03-31
CNPJ_07796;11617602;-1534201;2017-10-01;Transporte rodoviário de carga;2025-03-31
CNPJ_07797;238316;-22425;2021-08-09;Atividades de bancos múltiplos;2025-03-31
CNPJ_07798;13780025;235273;2017-05-31;Fabricação de móveis;2025-03-31
CNPJ_07799;1474986;-42416;2022-04-06;Telecomunicações sem fio;2025-03-31
CNPJ_07800;1694244;-155186;2016-09-14;Educação superior;2025-03-31
CNPJ_07801;50706;2870;2021-05-27;Fabricação de móveis;2025-03-31
CNPJ_07802;287979;-21367;2019-04-02;Comércio atacadista de bebidas;2025-03-31
CNPJ_07803;1211885;-78265;2017-05-05;Comércio atacadista de alimentos;2025-03-31
CNPJ_07804;2569403;254931;2018-04-22;Cultivo de milho;2025-03-31
CNPJ_07805;104589213;-10615377;2015-02-02;Produção cinematográfica;2025-03-31
CNPJ_07806;648412;25478;2020-05-31;Restaurantes e similares;2025-03-31
CNPJ_07807;2377303;144337;2018-12-25;Serviços de tecnologia da informação;2025-03-31
CNPJ_07808;710825;16474;2019-11-30;Transporte rodoviário de carga;2025-03-31
CNPJ_07809;1966646;105676;2014-12-01;Geração de energia elétrica;2025-03-31
CNPJ_07810;2439854;54393;2019-06-21;Seguros de vida;2025-03-31
CNPJ_07811;1880573;-159140;2019-04-29;Telecomunicações sem fio;2025-03-31
CNPJ_07812;277319;19510;2022-01-24;Telecomunicações sem fio;2025-03-31
CNPJ_07813;80872;3088;2019-05-02;Cultivo de soja;2025-03-31
CNPJ_07814;1895616;-96828;2019-01-14;Educação superior;2025-03-31
CNPJ_07815;17384714;929761;2021-04-23;Construção de barragens;2025-03-31
CNPJ_07816;2508801;-242911;2020-04-30;Cultivo de arroz;2025-03-31
CNPJ_07817;1056073;2489;2018-08-20;Cultivo de arroz;2025-03-31
CNPJ_07818;296349;-6803;2022-12-16;Comércio varejista de combustíveis;2025-03-31
CNPJ_07819;2317619;-142296;2020-09-06;Planos de saúde;2025-03-31
CNPJ_07820;223446;3866;2023-04-07;Defesa nacional;2025-03-31
CNPJ_07821;200932;12010;2021-06-14;Restaurantes e similares;2025-03-31
CNPJ_07822;1028490;98134;2015-08-09;Distribuição de energia elétrica;2025-03-31
CNPJ_07823;25595254;791723;2018-11-28;Transporte rodoviário de carga;2025-03-31
CNPJ_07824;2657737;-101195;2018-03-15;Comércio atacadista de alimentos;2025-03-31
CNPJ_07825;5862627;463917;2015-05-07;Obras de infraestrutura elétrica;2025-03-31
CNPJ_07826;2371620;-163904;2017-07-16;Fabricação de caminhões e ônibus;2025-03-31
CNPJ_07827;1362694;-74758;2022-07-31;Fabricação de automóveis;2025-03-31
CNPJ_07828;13699568;1233614;2003-08-25;Fabricação de automóveis;2025-03-31
CNPJ_07829;1701259;157131;2022-05-06;Correios e entregas expressas;2025-03-31
CNPJ_07830;173863;-13337;2021-04-01;Produção de ferro-gusa;2025-03-31
CNPJ_07831;2865322;358162;2017-10-30;Fabricação de produtos químicos;2025-03-31
CNPJ_07832;1875874;-95624;2014-08-02;Correios e entregas expressas;2025-03-31
CNPJ_07833;33801403;189611;1994-09-06;Serviços de tecnologia da informação;2025-03-31
CNPJ_07834;225564;6571;2021-12-16;Cultivo de trigo;2025-03-31
CNPJ_07835;77889;4529;2019-12-13;Transporte ferroviário de carga;2025-03-31
CNPJ_07836;1628956;-3235;2021-01-01;Administração pública;2025-03-31
CNPJ_07837;191471943;-21201110;2007-08-19;Produção de alumínio;2025-03-31
CNPJ_07838;16188069;-2125923;2018-10-03;Fabricação de produtos químicos;2025-03-31
CNPJ_07839;2594856;25323;2021-02-26;Atividades hospitalares;2025-03-31
CNPJ_07840;85776;6804;2023-04-01;Construção de edifícios;2025-03-31
CNPJ_07841;27573655;-2447410;2008-01-27;Geração de energia elétrica;2025-03-31
CNPJ_07842;26300340;-555907;2009-10-01;Padaria e confeitaria;2025-03-31
CNPJ_07843;1300328;-20927;2018-02-05;Educação superior;2025-03-31
CNPJ_07844;28410342;-1877213;2016-04-27;Comércio atacadista de calçados;2025-03-31
CNPJ_07845;14530451;-33435;2009-06-22;Construção de barragens;2025-03-31
CNPJ_07846;77490412;-6433229;2014-02-27;Fabricação de caminhões e ônibus;2025-03-31
CNPJ_07847;2190511;-142414;2014-04-01;Atividades hospitalares;2025-03-31
CNPJ_07848;1609897;-68473;2022-02-23;Telecomunicações sem fio;2025-03-31
CNPJ_07849;1934453;-250754;2016-10-12;Montagem industrial;2025-03-31
CNPJ_07850;242639;4891;2022-02-24;Defesa nacional;2025-03-31
